timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flags,packets,bytes,duration,src_country,attack_type,hour,is_attack
2023-01-01 00:25:00,192.168.218.44,10.0.127.239,10666,80,TCP,R,4711,668962,22.75967131746824,CN,DDoS,0,1
2023-01-01 00:25:30,192.168.162.202,10.0.13.126,18863,25,UDP,SA,527,1256,16.284667461378138,DE,Normal,0,0
2023-01-01 00:26:00,192.168.190.228,10.0.184.194,24705,8443,HTTP,RA,656,4744,1.521715970844756,IN,XSS,0,1
2023-01-01 00:26:30,192.168.14.95,10.0.206.56,8059,23,UDP,A,867,845,7.3451110403992,IN,Normal,0,0
2023-01-01 00:27:00,192.168.48.15,10.0.230.233,64900,3389,TCP,S,71,1209,12.698957805832267,DE,Brute Force,0,1
2023-01-01 00:27:30,192.168.200.206,10.0.28.64,54406,8443,HTTP,S,711,2690,1.066653451680157,BR,SQL Injection,0,1
2023-01-01 00:28:00,192.168.215.252,10.0.71.210,34323,80,DNS,P,85,4057,1.5900036396753117,Unknown,Normal,0,0
2023-01-01 00:28:30,192.168.249.190,10.0.192.184,36059,53,HTTP,RA,169,6978,0.4089041783109375,US,Normal,0,0
2023-01-01 00:29:00,192.168.40.213,10.0.169.119,50508,80,TCP,P,3199,2168922,4.195054137137484,BR,DoS,0,1
2023-01-01 00:29:30,192.168.208.237,10.0.100.41,55425,3389,TCP,R,705,1016,20.98194974707818,JP,Normal,0,0
2023-01-01 00:30:00,192.168.82.111,10.0.228.236,24607,80,HTTPS,FA,985,7967,7.082116318315976,FR,Normal,0,0
2023-01-01 00:30:30,192.168.53.24,10.0.4.185,23129,3389,TCP,RA,100,3049,19.191659574105316,Unknown,Brute Force,0,1
2023-01-01 00:31:00,192.168.154.217,10.0.158.88,17154,21,UDP,F,147,8013,0.8735707872181617,FR,Normal,0,0
2023-01-01 00:31:30,192.168.252.188,10.0.84.46,14760,80,HTTP,A,88,2759,0.5773794396667115,FR,Normal,0,0
2023-01-01 00:32:00,192.168.124.237,10.0.184.159,43305,80,HTTP,P,302,3575,16.29135997786497,CN,SQL Injection,0,1
2023-01-01 00:32:30,192.168.41.157,10.0.88.7,14839,445,TCP,FA,828,4033,6.886575910889414,US,Normal,0,0
2023-01-01 00:33:00,192.168.15.45,10.0.218.77,25420,1433,TCP,A,1,49,0.00725346793762791,JP,Port Scan,0,1
2023-01-01 00:33:30,192.168.65.89,10.0.182.136,25336,80,DNS,RA,739,350,6.455944992535071,KR,Normal,0,0
2023-01-01 00:34:00,192.168.71.9,10.0.183.197,13268,8443,HTTP,F,24,3226,4.797651279741933,CN,SQL Injection,0,1
2023-01-01 00:34:30,192.168.88.129,10.0.172.141,43692,8080,HTTPS,SA,1,58,0.07770850977064177,DE,Port Scan,0,1
2023-01-01 00:35:00,192.168.236.136,10.0.93.20,56676,8080,UDP,F,177,2658,7.360486899936105,BR,Normal,0,0
2023-01-01 00:35:30,192.168.216.63,10.0.78.160,12742,8443,HTTP,R,187,5757,36.453361979097835,JP,SQL Injection,0,1
2023-01-01 00:36:00,192.168.139.243,10.0.188.178,17808,25,DNS,A,782,9197,18.74223767234299,Unknown,Normal,0,0
2023-01-01 00:36:30,192.168.81.136,10.0.27.120,31707,23,UDP,R,214,6359,13.37774773212173,KR,Normal,0,0
2023-01-01 00:37:00,192.168.163.163,10.0.25.52,57215,3306,TCP,A,295,4736,10.11172952973123,DE,Normal,0,0
2023-01-01 00:37:30,192.168.33.123,10.0.196.21,45614,8080,ICMP,A,776,9113,18.02841985445671,RU,Normal,0,0
2023-01-01 00:38:00,192.168.5.234,10.0.18.39,45021,3389,HTTP,A,29,4886,21.347911220336556,KR,Brute Force,0,1
2023-01-01 00:38:30,192.168.231.250,10.0.15.53,32452,443,UDP,A,592,6827,1.429941548721926,US,Normal,0,0
2023-01-01 00:39:00,192.168.41.28,10.0.38.176,37783,53,HTTPS,FA,750,919,4.458824679670507,IN,Normal,0,0
2023-01-01 00:39:30,192.168.135.201,10.0.52.216,59846,25,TCP,F,7158,5984088,3.4362802764554314,FR,DoS,0,1
2023-01-01 00:40:00,192.168.72.12,10.0.72.28,27514,1433,TCP,RA,197,9471,2.501366876419814,IN,Normal,0,0
2023-01-01 00:40:30,192.168.162.33,10.0.213.144,51233,443,HTTP,F,809,7641,8.823678371533818,CN,Normal,0,0
2023-01-01 00:41:00,192.168.48.247,10.0.252.118,41725,3306,TCP,S,803,7588,15.161776041306519,KR,Normal,0,0
2023-01-01 00:41:30,192.168.151.62,10.0.144.35,48375,8443,UDP,FA,448,9958,2.5352271446796903,Unknown,Normal,0,0
2023-01-01 00:42:00,192.168.216.37,10.0.145.201,53169,445,FTP,R,181,6265,5.141880769296253,RU,Normal,0,0
2023-01-01 00:42:30,192.168.99.172,10.0.249.99,42025,25,ICMP,A,1,89,0.0971960625270522,BR,Port Scan,0,1
2023-01-01 00:43:00,192.168.104.214,10.0.52.221,46880,3306,DNS,U,165,1204,4.400602161725537,RU,Normal,0,0
2023-01-01 00:43:30,192.168.219.35,10.0.231.210,60538,8080,HTTP,P,436,6449,9.281607306384817,US,Normal,0,0
2023-01-01 00:44:00,192.168.193.227,10.0.140.83,17434,3306,HTTP,P,530,7461,5.688871427049787,US,Normal,0,0
2023-01-01 00:44:30,192.168.101.175,10.0.48.22,53709,445,UDP,RA,789,906,20.958475784299722,IN,Normal,0,0
2023-01-01 00:45:00,192.168.206.131,10.0.123.248,36410,25,TCP,FA,256,3900,5.51903923786228,FR,Normal,0,0
2023-01-01 00:45:30,192.168.1.5,10.0.127.177,10386,8443,HTTP,R,298,8968,4.450809595410606,KR,SQL Injection,0,1
2023-01-01 00:46:00,192.168.218.247,10.0.52.79,40431,3389,TCP,RA,833,8482,1.9028018792798824,IN,Normal,0,0
2023-01-01 00:46:30,192.168.142.103,10.0.129.66,62066,445,FTP,S,1,51,0.029309372366975856,BR,Port Scan,0,1
2023-01-01 00:47:00,192.168.27.137,10.0.64.8,56805,21,TCP,SA,5224,3797848,2.5939333428348412,KR,DoS,0,1
2023-01-01 00:47:30,192.168.207.15,10.0.214.25,25035,8443,TCP,SA,477,3895,1.9335520212949855,JP,Normal,0,0
2023-01-01 00:48:00,192.168.90.42,10.0.194.243,8066,8080,ICMP,A,1,98,0.029475711214725586,BR,Port Scan,0,1
2023-01-01 00:48:30,192.168.124.205,10.0.201.201,26310,23,UDP,SA,1,63,0.021447683143848376,JP,Port Scan,0,1
2023-01-01 00:49:00,192.168.179.63,10.0.205.198,12415,443,TCP,SA,4984,618016,1.3000800728345634,FR,DoS,0,1
2023-01-01 00:49:30,192.168.96.231,10.0.94.207,28023,23,TCP,RA,357,6810,6.272374074059705,DE,Normal,0,0
2023-01-01 00:50:00,192.168.241.52,10.0.179.181,3042,8443,HTTPS,U,423,6706,1.010590448015561,BR,Normal,0,0
2023-01-01 00:50:30,192.168.253.96,10.0.15.178,13976,445,UDP,RA,317,5655,11.52321340454108,FR,Normal,0,0
2023-01-01 00:51:00,192.168.132.222,10.0.199.122,17264,53,TCP,R,956,9007,1.084284495770553,BR,Normal,0,0
2023-01-01 00:51:30,192.168.229.151,10.0.75.104,22286,23,UDP,FA,709,8777,0.9426869221046241,RU,Normal,0,0
2023-01-01 00:52:00,192.168.231.237,10.0.38.168,20306,53,TCP,P,187,5067,4.5876003057174595,DE,Normal,0,0
2023-01-01 00:52:30,192.168.143.171,10.0.194.115,23483,53,TCP,S,266,7388,13.405503742059842,BR,Normal,0,0
2023-01-01 00:53:00,192.168.29.36,10.0.240.39,35839,445,FTP,SA,703,9950,33.15247958536862,FR,Normal,0,0
2023-01-01 00:53:30,192.168.13.160,10.0.202.108,55378,8080,TCP,R,966,8517,14.961888430691111,BR,Normal,0,0
2023-01-01 00:54:00,192.168.71.187,10.0.17.135,18966,1433,TCP,P,775,8756,6.27368223897801,Unknown,Normal,0,0
2023-01-01 00:54:30,192.168.243.86,10.0.118.232,61962,80,FTP,R,547,8096,3.1827511143846965,DE,Normal,0,0
2023-01-01 00:55:00,192.168.28.66,10.0.39.196,2746,3306,HTTP,U,859,7255,3.5869660441236384,DE,Normal,0,0
2023-01-01 00:55:30,192.168.170.45,10.0.35.51,37844,23,TCP,S,42,8082,3.3365428740347083,CN,Normal,0,0
2023-01-01 00:56:00,192.168.62.185,10.0.47.36,2675,22,UDP,SA,725,644,3.2617730389049266,UK,Normal,0,0
2023-01-01 00:56:30,192.168.245.134,10.0.64.95,65185,3389,HTTPS,FA,88,5333,0.7159910877055549,DE,Normal,0,0
2023-01-01 00:57:00,192.168.28.28,10.0.217.105,22630,23,TCP,R,285,1915,2.4903319977578096,US,Normal,0,0
2023-01-01 00:57:30,192.168.108.44,10.0.13.146,35570,1433,UDP,RA,155,5973,1.1420785270947547,FR,Normal,0,0
2023-01-01 00:58:00,192.168.84.30,10.0.149.112,64873,443,UDP,A,294,2203,0.07401097190566668,JP,Normal,0,0
2023-01-01 00:58:30,192.168.190.75,10.0.65.228,1707,3389,UDP,RA,770,2256,3.363146231706562,UK,Normal,0,0
2023-01-01 00:59:00,192.168.128.250,10.0.242.8,43263,3389,ICMP,F,537,6046,4.34159946291663,US,Normal,0,0
2023-01-01 00:59:30,192.168.247.92,10.0.244.48,60662,1433,UDP,U,706,2286,26.232507570860562,IN,Normal,0,0
2023-01-01 01:00:00,192.168.217.231,10.0.85.43,19418,8443,TCP,A,1,55,0.04323217418778422,KR,Port Scan,1,1
2023-01-01 01:00:30,192.168.190.225,10.0.244.181,59583,80,HTTPS,F,59,4862,8.661623060627312,UK,Normal,1,0
2023-01-01 01:01:00,192.168.129.121,10.0.245.85,47729,445,TCP,U,466,6342,23.12468891980989,FR,Normal,1,0
2023-01-01 01:01:30,192.168.27.190,10.0.155.19,19990,3306,UDP,F,618,604,9.629265576687732,DE,Normal,1,0
2023-01-01 01:02:00,192.168.121.116,10.0.23.115,27493,8443,HTTPS,P,519,4396,6.883146929979813,IN,XSS,1,1
2023-01-01 01:02:30,192.168.205.233,10.0.50.179,9529,1433,HTTP,FA,689,1799,0.436209578453969,US,Normal,1,0
2023-01-01 01:03:00,192.168.3.103,10.0.43.99,41235,23,UDP,A,196,4007,0.4562112002403798,BR,Normal,1,0
2023-01-01 01:03:30,192.168.198.200,10.0.104.116,62362,8443,HTTP,S,876,8015,0.31281658293271664,JP,SQL Injection,1,1
2023-01-01 01:04:00,192.168.155.137,10.0.51.106,6516,1433,TCP,A,744,9871,1.6261342677351598,UK,Normal,1,0
2023-01-01 01:04:30,192.168.62.165,10.0.112.197,17851,22,HTTP,P,297,5770,0.800198859132593,FR,Normal,1,0
2023-01-01 01:05:00,192.168.225.51,10.0.244.169,51847,8080,HTTPS,S,202,5882,2.165138805499777,FR,Normal,1,0
2023-01-01 01:05:30,192.168.234.172,10.0.72.139,28516,443,HTTPS,RA,435,5224,7.323243855495155,CN,Normal,1,0
2023-01-01 01:06:00,192.168.152.207,10.0.80.231,4290,21,UDP,S,26,4815,6.995694875075284,CN,Brute Force,1,1
2023-01-01 01:06:30,192.168.59.118,10.0.239.216,57601,445,TCP,F,732,6666,4.218731722217036,UK,Normal,1,0
2023-01-01 01:07:00,192.168.160.96,10.0.253.213,6933,8080,HTTP,FA,862,9220,10.965396482574892,RU,XSS,1,1
2023-01-01 01:07:30,192.168.216.233,10.0.180.151,13893,21,TCP,RA,792,6185,4.97454681865036,IN,Normal,1,0
2023-01-01 01:08:00,192.168.180.113,10.0.49.166,40806,3389,UDP,RA,292,7973,2.4876936943866577,JP,Normal,1,0
2023-01-01 01:08:30,192.168.62.241,10.0.47.72,22887,8443,TCP,FA,848,4783,11.781526775100335,CN,Normal,1,0
2023-01-01 01:09:00,192.168.186.52,10.0.7.66,63011,3306,FTP,U,1,48,0.038195898762133494,UK,Port Scan,1,1
2023-01-01 01:09:30,192.168.12.254,10.0.222.77,63595,445,HTTPS,U,906,2169,16.644495293093023,CN,Normal,1,0
2023-01-01 01:10:00,192.168.39.130,10.0.62.215,45079,80,TCP,RA,3998,3618190,3.2211284917899734,RU,DoS,1,1
2023-01-01 01:10:30,192.168.131.113,10.0.157.38,8843,8443,UDP,A,283,9802,4.710734392657861,DE,Normal,1,0
2023-01-01 01:11:00,192.168.101.113,10.0.125.229,30160,445,HTTP,R,823,9847,0.3941539509132763,DE,Normal,1,0
2023-01-01 01:11:30,192.168.184.81,10.0.84.161,55317,23,TCP,U,1,52,0.08860282422250014,IN,Port Scan,1,1
2023-01-01 01:12:00,192.168.187.113,10.0.29.114,15861,445,UDP,FA,219,4108,2.5183108003135675,US,Normal,1,0
2023-01-01 01:12:30,192.168.2.130,10.0.79.23,48978,445,UDP,SA,9153,8896716,1.5579810193251462,CN,DoS,1,1
2023-01-01 01:13:00,192.168.220.54,10.0.106.131,11080,8080,TCP,FA,901,91,14.278223885039786,DE,Normal,1,0
2023-01-01 01:13:30,192.168.87.229,10.0.101.248,1739,21,ICMP,F,885,9394,21.185655209249575,UK,Normal,1,0
2023-01-01 01:14:00,192.168.224.225,10.0.221.173,18299,25,FTP,RA,739,3011,7.946263683021495,KR,Normal,1,0
2023-01-01 01:14:30,192.168.129.147,10.0.8.86,21215,443,TCP,U,982,7969,17.718251190203738,RU,Normal,1,0
2023-01-01 01:15:00,192.168.126.130,10.0.117.29,17908,8443,UDP,A,827,5938,12.8440696308402,RU,Normal,1,0
2023-01-01 01:15:30,192.168.53.172,10.0.2.233,61150,3389,TCP,U,932,2102,4.353798833283255,JP,Normal,1,0
2023-01-01 01:16:00,192.168.218.160,10.0.113.251,52816,21,HTTPS,P,8232,1605240,0.16055939623340879,RU,DoS,1,1
2023-01-01 01:16:30,192.168.198.160,10.0.178.237,46486,23,HTTPS,F,290,5960,2.7729612234826453,KR,Normal,1,0
2023-01-01 01:17:00,192.168.247.68,10.0.65.108,59721,23,TCP,F,564,1873,18.616103326467318,RU,Normal,1,0
2023-01-01 01:17:30,192.168.183.203,10.0.20.180,9918,80,HTTPS,S,502,8961,7.644751431353358,FR,Normal,1,0
2023-01-01 01:18:00,192.168.184.123,10.0.213.37,19741,53,TCP,F,509,1767,10.953053449216776,RU,Normal,1,0
2023-01-01 01:18:30,192.168.145.38,10.0.72.27,19602,8080,TCP,RA,390,3157,16.402795344861623,JP,Normal,1,0
2023-01-01 01:19:00,192.168.24.69,10.0.175.123,24345,8443,HTTP,FA,654,7332,10.99741452071736,UK,SQL Injection,1,1
2023-01-01 01:19:30,192.168.116.98,10.0.227.134,43993,443,TCP,FA,59,3311,19.38321234516281,DE,Normal,1,0
2023-01-01 01:20:00,192.168.198.214,10.0.188.45,25983,23,UDP,R,57,335,0.903181970091794,RU,Normal,1,0
2023-01-01 01:20:30,192.168.139.240,10.0.172.83,60426,3389,HTTP,RA,1,57,0.07923725434601388,Unknown,Port Scan,1,1
2023-01-01 01:21:00,192.168.144.97,10.0.253.146,11539,21,TCP,RA,37,9633,16.746267795615747,IN,Normal,1,0
2023-01-01 01:21:30,192.168.201.124,10.0.120.65,10101,3389,TCP,SA,698,6201,23.331219572105848,US,Normal,1,0
2023-01-01 01:22:00,192.168.187.70,10.0.25.27,51767,23,UDP,U,1,71,0.08817566785105539,CN,Port Scan,1,1
2023-01-01 01:22:30,192.168.208.93,10.0.135.172,22467,445,TCP,RA,2714,2138632,1.9606510660952778,JP,DoS,1,1
2023-01-01 01:23:00,192.168.3.148,10.0.106.157,54574,3389,TCP,U,125,1959,1.2090216042450543,RU,Brute Force,1,1
2023-01-01 01:23:30,192.168.252.187,10.0.223.44,11467,23,TCP,R,126,2956,1.3884622042201336,IN,Normal,1,0
2023-01-01 01:24:00,192.168.164.147,10.0.107.36,38232,445,HTTPS,U,725,2031,6.909590908468082,BR,Normal,1,0
2023-01-01 01:24:30,192.168.90.195,10.0.147.6,2807,8443,HTTPS,A,463,9163,4.958325991650734,UK,XSS,1,1
2023-01-01 01:25:00,192.168.147.148,10.0.153.159,14137,23,TCP,A,1,83,0.09202829734549667,Unknown,Port Scan,1,1
2023-01-01 01:25:30,192.168.96.199,10.0.9.212,6409,53,TCP,SA,701,3869,6.997240416123407,US,Normal,1,0
2023-01-01 01:26:00,192.168.52.233,10.0.202.165,37909,21,HTTP,FA,185,6561,1.3389717081831427,KR,Normal,1,0
2023-01-01 01:26:30,192.168.161.168,10.0.155.13,8006,80,FTP,SA,1671,192165,0.022480363098315345,BR,DDoS,1,1
2023-01-01 01:27:00,192.168.128.39,10.0.41.128,36375,8080,TCP,F,52,8619,1.3732503202202735,UK,Normal,1,0
2023-01-01 01:27:30,192.168.82.104,10.0.66.242,43713,8443,HTTPS,P,344,5846,1.5868973315933919,US,Normal,1,0
2023-01-01 01:28:00,192.168.129.11,10.0.85.225,14431,1433,UDP,FA,853,4745,12.726747349529116,BR,Normal,1,0
2023-01-01 01:28:30,192.168.220.185,10.0.24.245,16340,8080,FTP,RA,944,5460,3.358658785716486,US,Normal,1,0
2023-01-01 01:29:00,192.168.217.178,10.0.44.106,47548,3389,TCP,SA,181,3848,0.9831532268639703,JP,Brute Force,1,1
2023-01-01 01:29:30,192.168.151.159,10.0.98.60,25862,3389,FTP,S,907,1995,14.080452026516245,KR,Normal,1,0
2023-01-01 01:30:00,192.168.222.42,10.0.9.130,28231,8443,UDP,P,613,7152,28.21543867270991,DE,Normal,1,0
2023-01-01 01:30:30,192.168.99.7,10.0.247.56,49140,445,FTP,P,414,8870,1.0589652918950934,US,Normal,1,0
2023-01-01 01:31:00,192.168.252.144,10.0.158.22,29426,80,UDP,R,316,4334,32.984352231444575,FR,Normal,1,0
2023-01-01 01:31:30,192.168.90.112,10.0.238.203,3454,3389,UDP,P,146,5436,30.010414880968078,BR,Normal,1,0
2023-01-01 01:32:00,192.168.249.244,10.0.247.235,55845,53,HTTPS,RA,376,3501,7.404854244260414,Unknown,Normal,1,0
2023-01-01 01:32:30,192.168.60.113,10.0.81.100,40852,8080,HTTP,S,3350,2120550,1.0888524117984102,DE,DoS,1,1
2023-01-01 01:33:00,192.168.2.129,10.0.13.71,58759,80,ICMP,A,3777,1261518,4.479643593285075,BR,DoS,1,1
2023-01-01 01:33:30,192.168.48.254,10.0.16.225,3960,443,UDP,SA,458,7887,17.364394420212466,Unknown,Normal,1,0
2023-01-01 01:34:00,192.168.140.197,10.0.45.65,12888,1433,HTTP,RA,687,3057,9.282113396208857,IN,Normal,1,0
2023-01-01 01:34:30,192.168.37.160,10.0.139.70,26139,445,DNS,SA,231,9820,10.535393604111118,US,Normal,1,0
2023-01-01 01:35:00,192.168.251.247,10.0.148.99,10331,53,TCP,S,638,2476,19.723955856946088,RU,Normal,1,0
2023-01-01 01:35:30,192.168.9.233,10.0.236.191,7733,443,UDP,SA,268,9189,5.8688662303749055,UK,Normal,1,0
2023-01-01 01:36:00,192.168.99.147,10.0.101.105,30878,445,HTTPS,U,946,3836,4.590374320017755,Unknown,Normal,1,0
2023-01-01 01:36:30,192.168.48.208,10.0.218.250,42867,21,HTTP,S,763,5859,14.367656646710579,JP,Normal,1,0
2023-01-01 01:37:00,192.168.131.148,10.0.140.190,21731,445,HTTPS,S,358,7572,3.5271165761720336,UK,Normal,1,0
2023-01-01 01:37:30,192.168.152.54,10.0.94.220,40408,3389,HTTPS,A,489,8521,3.9738658613630644,Unknown,Normal,1,0
2023-01-01 01:38:00,192.168.120.161,10.0.219.42,36211,443,HTTP,U,624,6382,4.79797409603009,BR,Normal,1,0
2023-01-01 01:38:30,192.168.152.116,10.0.83.197,2423,3389,HTTP,P,40,7915,19.404312108275292,FR,Normal,1,0
2023-01-01 01:39:00,192.168.75.113,10.0.186.133,43560,8080,FTP,P,730,571,15.101150384494817,US,Normal,1,0
2023-01-01 01:39:30,192.168.200.164,10.0.105.155,52260,8080,HTTPS,U,748,1451,3.44489316510405,BR,Normal,1,0
2023-01-01 01:40:00,192.168.166.104,10.0.28.26,25212,22,HTTPS,RA,192,4093,1.5503215655724534,KR,Normal,1,0
2023-01-01 01:40:30,192.168.84.254,10.0.219.116,15269,22,TCP,S,275,314,4.988858226300635,CN,Normal,1,0
2023-01-01 01:41:00,192.168.227.112,10.0.49.234,46770,8080,TCP,A,1,58,0.06824487794931273,DE,Port Scan,1,1
2023-01-01 01:41:30,192.168.254.217,10.0.149.1,24395,80,UDP,FA,1,77,0.06469034426501023,RU,Port Scan,1,1
2023-01-01 01:42:00,192.168.99.153,10.0.246.92,55332,23,HTTP,FA,356,260,2.2368134470105545,UK,Normal,1,0
2023-01-01 01:42:30,192.168.93.146,10.0.240.250,48228,21,TCP,U,155,1362,2.868849263956585,BR,Normal,1,0
2023-01-01 01:43:00,192.168.128.110,10.0.58.79,33310,445,TCP,U,1,60,0.04714799285057243,JP,Port Scan,1,1
2023-01-01 01:43:30,192.168.82.194,10.0.183.81,22717,443,TCP,FA,592,9943,4.862302759078608,US,Normal,1,0
2023-01-01 01:44:00,192.168.54.163,10.0.26.212,35327,25,HTTP,A,519,5269,3.770855961506832,FR,Normal,1,0
2023-01-01 01:44:30,192.168.208.189,10.0.153.77,22161,21,HTTPS,A,1284,377496,0.691720039084015,US,DoS,1,1
